customer_id,customer_name,gender,age,city,state,signup_date,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Purchase_Status
C3893,Sakshi Mehta,Female,63,Ahmedabad,Gujarat,2025-01-30,84,1,84286.38,3,1,2,312,6,Potential Loyalists,Purchased
C3894,Nikhil Mehta,Female,50,Vadodara,Gujarat,2024-10-26,141,3,21465.25,2,2,1,221,5,Hibernating,Purchased
C3895,Shivam Joshi,Male,45,Gaya,Bihar,2023-04-12,97,7,195185.05,3,3,3,333,9,Loyal Customers,Purchased
C3896,Sakshi Jain,Female,28,Agra,Uttar Pradesh,2025-04-28,360,1,42912.54,1,1,1,111,3,Hibernating,Purchased
C3897,Deepak Singh,Female,25,Patna,Bihar,2023-03-26,98,6,104020.15000000001,3,3,2,332,8,Potential Loyalists,Purchased
C3898,Nikhil Agarwal,Male,43,Thane,Maharashtra,2024-07-11,4,14,397982.13999999996,5,5,4,554,14,Champions,Purchased
C3899,Sameer Tiwari,Female,37,Surat,Gujarat,2025-06-12,58,5,80553.93,3,3,2,332,8,Potential Loyalists,Purchased
C3900,Sneha Saxena,Male,55,Hubballi,Karnataka,2023-05-18,6,16,527608.2,5,5,5,555,15,Champions,Purchased
C3901,Sakshi Tiwari,Male,18,New Delhi,Delhi,2024-01-30,223,4,45930.969999999994,2,2,1,221,5,Hibernating,Purchased
C3902,Komal Gupta,Male,60,Indore,Madhya Pradesh,2024-07-10,94,5,146950.74,3,3,3,333,9,Loyal Customers,Purchased
C3903,Sanjay Shah,Male,26,Noida,Uttar Pradesh,2025-10-09,522,2,46673.19,1,1,1,111,3,Hibernating,Purchased
C3904,Tanya Mehta,Female,36,Patna,Bihar,2024-02-23,84,6,100751.34,3,3,2,332,8,Potential Loyalists,Purchased
C3905,Aarav Verma,Female,35,Delhi,Delhi,2023-05-10,221,1,554.7199999999999,2,1,1,211,4,Hibernating,Purchased
C3906,Arjun Verma,Female,62,Jodhpur,Rajasthan,2023-05-24,13,26,1159109.93,5,5,5,555,15,Champions,Purchased
C3907,Amit Bansal,Male,52,Gaya,Bihar,2023-08-06,28,10,242771.96,4,4,4,444,12,Champions,Purchased
C3908,Priya Malhotra,Male,19,Lucknow,Uttar Pradesh,2025-08-06,18,8,454281.77,5,4,5,545,14,Champions,Purchased
C3909,Aditya Joshi,Male,58,Indore,Madhya Pradesh,2025-04-26,488,3,186106.16,1,2,3,123,6,At Risk,Purchased
C3910,Priya Yadav,Male,50,Vadodara,Gujarat,2024-04-02,31,3,43406.48,4,2,1,421,7,New Customers,Purchased
C3911,Varun Shah,Female,21,Kota,Rajasthan,2025-07-16,591,1,313.91,1,1,1,111,3,Hibernating,Purchased
C3912,Varun Sharma,Female,55,Prayagraj,Uttar Pradesh,2025-10-02,723,1,25493.73,1,1,1,111,3,Hibernating,Purchased
C3913,Ayush Kumar,Female,19,Madurai,Tamil Nadu,2025-08-07,79,15,380356.2,3,5,4,354,12,Loyal Customers,Purchased
C3914,Shreya Shah,Female,38,Jodhpur,Rajasthan,2023-01-05,541,1,49904.23,1,1,1,111,3,Hibernating,Purchased
C3915,Manish Mishra,Male,25,Bengaluru,Karnataka,2023-04-19,16,26,1083581.87,5,5,5,555,15,Champions,Purchased
C3916,Sameer Chauhan,Male,18,Prayagraj,Uttar Pradesh,2025-03-05,22,12,191298.43,5,5,3,553,13,Loyal Customers,Purchased
C3917,Aditya Patel,Male,44,Thane,Maharashtra,2024-02-23,29,9,447220.22,4,4,5,445,13,Champions,Purchased
C3918,Shivam Singh,Female,50,Faridabad,Haryana,2023-06-23,673,1,205.38,1,1,1,111,3,Hibernating,Purchased
C3919,Komal Sharma,Male,41,Noida,Uttar Pradesh,2024-12-08,65,5,217104.28,3,3,3,333,9,Loyal Customers,Purchased
C3920,Meera Kapoor,Male,34,Udaipur,Rajasthan,2024-01-25,70,7,191457.34,3,3,3,333,9,Loyal Customers,Purchased
C3921,Tanya Gupta,Female,42,Muzaffarpur,Bihar,2025-10-03,60,6,181737.19,3,3,3,333,9,Loyal Customers,Purchased
C3922,Shivam Gupta,Male,25,Lucknow,Uttar Pradesh,2024-09-23,2,12,233217.97999999998,5,5,3,553,13,Loyal Customers,Purchased
C3923,Akash Jain,Female,20,Mumbai,Maharashtra,2023-09-19,45,5,29557.29,4,3,1,431,8,Potential Loyalists,Purchased
C3924,Sakshi Yadav,Male,25,Udaipur,Rajasthan,2025-10-20,279,1,1639.41,1,1,1,111,3,Hibernating,Purchased
C3925,Tanya Joshi,Female,20,Kanpur,Uttar Pradesh,2024-10-19,359,2,39242.33,1,1,1,111,3,Hibernating,Purchased
C3926,Nisha Patel,Male,54,Vadodara,Gujarat,2023-11-21,28,15,420716.45,4,5,4,454,13,Champions,Purchased
C3927,Pooja Kumar,Female,47,Udaipur,Rajasthan,2023-06-07,23,4,235808.13,5,2,3,523,10,New Customers,Purchased
C3928,Sameer Bansal,Female,26,Surat,Gujarat,2024-08-30,278,3,101228.58,1,2,2,122,5,Hibernating,Purchased
C3929,Nikhil Jain,Male,45,New Delhi,Delhi,2025-03-29,45,2,11388.74,4,1,1,411,6,New Customers,Purchased
C3930,Rakesh Joshi,Female,41,Udaipur,Rajasthan,2025-07-04,,,,,,,,,No Purchase,No Purchase
C3931,Kavya Sharma,Female,23,Surat,Gujarat,2023-05-20,266,2,54990.21,1,1,2,112,4,Hibernating,Purchased
C3932,Vivek Joshi,Female,64,Aurangabad,Maharashtra,2024-04-18,203,6,183170.73,2,3,3,233,8,At Risk,Purchased
C3933,Sanjay Yadav,Female,63,Surat,Gujarat,2025-12-30,19,9,410474.99,5,4,4,544,13,Champions,Purchased
C3934,Deepak Patel,Female,54,Gurugram,Haryana,2024-12-24,22,3,130944.17000000001,5,2,3,523,10,New Customers,Purchased
C3935,Varun Yadav,Male,56,Kota,Rajasthan,2023-04-12,25,1,780.17,4,1,1,411,6,New Customers,Purchased
C3936,Riya Chauhan,Male,44,Mangaluru,Karnataka,2025-10-01,212,7,88901.35,2,3,2,232,7,At Risk,Purchased
C3937,Divya Verma,Male,56,Delhi,Delhi,2025-01-20,250,2,207833.85,1,1,3,113,5,At Risk,Purchased
C3938,Isha Tiwari,Female,43,Ghaziabad,Uttar Pradesh,2024-05-18,8,7,193157.48,5,3,3,533,11,Loyal Customers,Purchased
C3939,Riya Tiwari,Female,25,Thane,Maharashtra,2025-04-30,155,4,135556.21,2,2,3,223,7,At Risk,Purchased
C3940,Komal Jain,Female,26,Ghaziabad,Uttar Pradesh,2024-12-11,,,,,,,,,No Purchase,No Purchase
C3941,Akash Mishra,Male,58,Muzaffarpur,Bihar,2023-10-10,22,13,726256.0599999999,5,5,5,555,15,Champions,Purchased
C3942,Riya Agarwal,Female,39,Nagpur,Maharashtra,2025-05-22,568,3,103359.08,1,2,2,122,5,Hibernating,Purchased
C3943,Aarav Chauhan,Female,53,Hyderabad,Telangana,2023-10-07,36,4,87462.19,4,2,2,422,8,New Customers,Purchased
C3944,Manish Joshi,Male,24,Nashik,Maharashtra,2024-10-14,47,22,847200.7,4,5,5,455,14,Champions,Purchased
C3945,Komal Shah,Female,39,Thane,Maharashtra,2023-01-21,327,2,43477.27,1,1,1,111,3,Hibernating,Purchased
C3946,Shreya Sharma,Male,22,Hubballi,Karnataka,2024-11-21,90,8,300275.81999999995,3,4,4,344,11,Loyal Customers,Purchased
C3947,Shreya Saxena,Female,28,Delhi,Delhi,2024-08-25,65,28,590311.05,3,5,5,355,13,Loyal Customers,Purchased
C3948,Rakesh Singh,Male,23,Warangal,Telangana,2025-02-27,207,6,458966.30999999994,2,3,5,235,10,At Risk,Purchased
C3949,Isha Sharma,Female,27,Gaya,Bihar,2023-06-24,61,10,160315.44,3,4,3,343,10,Loyal Customers,Purchased
C3950,Rakesh Yadav,Male,47,Gurugram,Haryana,2024-09-27,298,1,11823.88,1,1,1,111,3,Hibernating,Purchased
C3951,Riya Patel,Male,18,Noida,Uttar Pradesh,2024-04-28,8,25,1324155.08,5,5,5,555,15,Champions,Purchased
C3952,Shreya Srivastava,Female,27,Kolkata,West Bengal,2023-07-11,678,1,5458.5,1,1,1,111,3,Hibernating,Purchased
C3953,Manish Bansal,Female,51,Ghaziabad,Uttar Pradesh,2024-05-09,17,12,154095.75,5,5,3,553,13,Loyal Customers,Purchased
C3954,Kavya Gupta,Male,25,Gwalior,Madhya Pradesh,2025-10-08,188,4,153246.03,2,2,3,223,7,At Risk,Purchased
C3955,Ananya Agarwal,Male,44,Coimbatore,Tamil Nadu,2025-06-21,136,3,68568.05,2,2,2,222,6,Hibernating,Purchased
C3956,Rohit Bansal,Female,59,New Delhi,Delhi,2023-07-02,190,1,27597.19,2,1,1,211,4,Hibernating,Purchased
C3957,Yash Shah,Female,55,Agra,Uttar Pradesh,2025-07-16,26,13,212931.96,4,5,3,453,12,Loyal Customers,Purchased
C3958,Nikhil Gupta,Male,23,Lucknow,Uttar Pradesh,2024-09-10,368,3,59242.2,1,2,2,122,5,Hibernating,Purchased
C3959,Rakesh Agarwal,Male,25,Nagpur,Maharashtra,2023-02-21,85,5,201454.91,3,3,3,333,9,Loyal Customers,Purchased
C3960,Varun Joshi,Male,51,Bhopal,Madhya Pradesh,2025-10-04,209,8,249758.28000000003,2,4,4,244,10,Can't Lose Them,Purchased
C3961,Komal Chauhan,Female,34,Warangal,Telangana,2024-07-29,30,13,276367.08,4,5,4,454,13,Champions,Purchased
C3962,Sneha Malhotra,Female,38,Muzaffarpur,Bihar,2025-09-26,28,2,44245.02,4,1,1,411,6,New Customers,Purchased
C3963,Arjun Sharma,Female,40,Noida,Uttar Pradesh,2023-04-18,19,26,1178392.58,5,5,5,555,15,Champions,Purchased
C3964,Riya Kapoor,Male,45,Surat,Gujarat,2023-07-03,16,6,498493.87,5,3,5,535,13,Loyal Customers,Purchased
C3965,Suresh Yadav,Female,39,Aurangabad,Maharashtra,2025-09-14,68,3,60902.07,3,2,2,322,7,Potential Loyalists,Purchased
C3966,Rahul Srivastava,Male,19,Salem,Tamil Nadu,2023-09-19,37,35,687544.31,4,5,5,455,14,Champions,Purchased
C3967,Amit Agarwal,Female,22,Delhi,Delhi,2024-08-24,245,7,268359.2,1,3,4,134,8,At Risk,Purchased
C3968,Komal Gupta,Male,18,Thane,Maharashtra,2024-10-21,28,28,850856.94,4,5,5,455,14,Champions,Purchased
C3969,Manish Patel,Male,30,Ahmedabad,Gujarat,2025-11-04,3,33,1094478.35,5,5,5,555,15,Champions,Purchased
C3970,Shreya Yadav,Male,57,Aurangabad,Maharashtra,2024-01-05,440,2,135370.46,1,1,3,113,5,At Risk,Purchased
C3971,Vikas Verma,Male,64,Mangaluru,Karnataka,2025-04-05,689,1,462.89,1,1,1,111,3,Hibernating,Purchased
C3972,Mohit Mehta,Male,40,Kota,Rajasthan,2025-03-11,599,1,32519.74,1,1,1,111,3,Hibernating,Purchased
C3973,Aarav Bansal,Female,19,Ghaziabad,Uttar Pradesh,2025-02-06,23,6,317781.25,5,3,4,534,12,Loyal Customers,Purchased
C3974,Shivam Saxena,Female,21,Indore,Madhya Pradesh,2024-07-26,1,10,402984.08999999997,5,4,4,544,13,Champions,Purchased
C3975,Karan Agarwal,Female,57,Chennai,Tamil Nadu,2023-03-19,,,,,,,,,No Purchase,No Purchase
C3976,Simran Singh,Female,34,Warangal,Telangana,2023-10-19,390,1,54406.729999999996,1,1,2,112,4,Hibernating,Purchased
C3977,Priya Patel,Male,60,Jodhpur,Rajasthan,2024-09-06,121,8,385089.4,2,4,4,244,10,Can't Lose Them,Purchased
C3978,Nisha Jain,Female,42,Kolkata,West Bengal,2024-03-26,401,1,7206.16,1,1,1,111,3,Hibernating,Purchased
C3979,Suresh Gupta,Male,60,Kolkata,West Bengal,2023-07-22,301,4,248848.6,1,2,4,124,7,At Risk,Purchased
C3980,Simran Srivastava,Male,24,Panipat,Haryana,2025-01-26,59,18,294151.35,3,5,4,354,12,Loyal Customers,Purchased
C3981,Deepak Chauhan,Male,59,Surat,Gujarat,2024-05-20,59,6,133136.16,3,3,3,333,9,Loyal Customers,Purchased
C3982,Karan Singh,Male,44,Pune,Maharashtra,2025-05-09,12,16,572583.39,5,5,5,555,15,Champions,Purchased
C3983,Neha Bansal,Female,39,Varanasi,Uttar Pradesh,2024-08-23,178,5,294119.65,2,3,4,234,9,At Risk,Purchased
C3984,Yash Joshi,Male,43,Vadodara,Gujarat,2024-02-09,41,2,22450.03,4,1,1,411,6,New Customers,Purchased
C3985,Vivek Yadav,Male,33,Kanpur,Uttar Pradesh,2023-04-30,42,2,332927.81,4,1,4,414,9,New Customers,Purchased
C3986,Simran Joshi,Female,46,Aurangabad,Maharashtra,2023-04-25,17,9,65628.61,5,4,2,542,11,At Risk,Purchased
C3987,Arjun Kumar,Male,54,Varanasi,Uttar Pradesh,2024-01-22,605,3,159417.15,1,2,3,123,6,At Risk,Purchased
C3988,Karan Singh,Female,56,Chennai,Tamil Nadu,2025-02-25,231,4,38271.36,2,2,1,221,5,Hibernating,Purchased
C3989,Kavya Chauhan,Male,64,Pune,Maharashtra,2024-11-21,227,4,78758.66,2,2,2,222,6,Hibernating,Purchased
C3990,Isha Joshi,Female,37,Rajkot,Gujarat,2023-11-08,,,,,,,,,No Purchase,No Purchase
C3991,Aditya Yadav,Female,54,Hyderabad,Telangana,2025-04-12,21,4,39654.32,5,2,1,521,8,New Customers,Purchased
C3992,Shreya Patel,Male,60,Hyderabad,Telangana,2024-09-11,157,4,65204.49,2,2,2,222,6,Hibernating,Purchased
C3993,Kavya Chauhan,Female,18,Delhi,Delhi,2025-08-21,157,6,376398.3,2,3,4,234,9,At Risk,Purchased
C3994,Shivam Jain,Male,40,Coimbatore,Tamil Nadu,2025-11-09,30,12,476379.67,4,5,5,455,14,Champions,Purchased
C3995,Vivek Tiwari,Male,51,Surat,Gujarat,2025-11-19,526,1,435.6,1,1,1,111,3,Hibernating,Purchased
C3996,Vikas Srivastava,Female,39,Mysuru,Karnataka,2023-05-19,35,4,65616.51,4,2,2,422,8,New Customers,Purchased
C3997,Manish Mishra,Female,22,Jaipur,Rajasthan,2024-08-02,155,8,223120.41999999998,2,4,3,243,9,At Risk,Purchased
C3998,Isha Malhotra,Male,49,Nagpur,Maharashtra,2023-02-01,563,3,359025.24,1,2,4,124,7,At Risk,Purchased
C3999,Vivek Malhotra,Male,37,Patna,Bihar,2025-08-21,202,3,79264.41,2,2,2,222,6,Hibernating,Purchased
C4000,Sakshi Bansal,Male,47,Varanasi,Uttar Pradesh,2025-02-08,87,16,371066.14,3,5,4,354,12,Loyal Customers,Purchased
C4001,Deepak Agarwal,Female,18,Warangal,Telangana,2023-10-14,,,,,,,,,No Purchase,No Purchase
C4002,Sneha Singh,Female,18,Rajkot,Gujarat,2024-10-26,572,1,65695.64000000001,1,1,2,112,4,Hibernating,Purchased
C4003,Rakesh Gupta,Male,46,Mumbai,Maharashtra,2024-09-04,205,1,51014.68,2,1,1,211,4,Hibernating,Purchased
C4004,Vikas Joshi,Other,65,Kolkata,West Bengal,2024-08-17,59,3,24721.98,3,2,1,321,6,Potential Loyalists,Purchased
C4005,Yash Bansal,Male,48,Lucknow,Uttar Pradesh,2024-08-13,17,6,156510.22,5,3,3,533,11,Loyal Customers,Purchased
C4006,Rahul Bansal,Female,63,Siliguri,West Bengal,2025-12-13,2,16,389449.39,5,5,4,554,14,Champions,Purchased
C4007,Meera Mehta,Female,58,Vadodara,Gujarat,2025-04-21,14,24,872806.81,5,5,5,555,15,Champions,Purchased
C4008,Rakesh Singh,Female,31,Ghaziabad,Uttar Pradesh,2024-03-16,24,6,172876.45,5,3,3,533,11,Loyal Customers,Purchased
C4009,Mohit Sharma,Male,22,Ghaziabad,Uttar Pradesh,2025-04-26,3,8,240602.29,5,4,4,544,13,Champions,Purchased
C4010,Riya Bansal,Male,44,Durgapur,West Bengal,2023-06-04,65,8,105128.27,3,4,2,342,9,At Risk,Purchased
C4011,Aditi Shah,Male,47,New Delhi,Delhi,2023-11-09,26,2,9209.179999999998,4,1,1,411,6,New Customers,Purchased
C4012,Nikhil Bansal,Female,54,Gurugram,Haryana,2023-05-09,26,4,234479.05,4,2,3,423,9,New Customers,Purchased
C4013,Divya Gupta,Other,43,Durgapur,West Bengal,2025-08-28,9,29,1282574.27,5,5,5,555,15,Champions,Purchased
C4014,Amit Jain,Male,62,Kota,Rajasthan,2023-01-27,,,,,,,,,No Purchase,No Purchase
C4015,Priya Tiwari,Male,58,Pune,Maharashtra,2025-09-03,15,20,608125.15,5,5,5,555,15,Champions,Purchased
C4016,Pooja Gupta,Male,46,Jaipur,Rajasthan,2025-06-30,,,,,,,,,No Purchase,No Purchase
C4017,Shreya Singh,Female,44,Gwalior,Madhya Pradesh,2025-11-04,83,6,263423.58999999997,3,3,4,334,10,Loyal Customers,Purchased
C4018,Meera Malhotra,Female,18,Varanasi,Uttar Pradesh,2025-04-18,168,1,1955.0800000000002,2,1,1,211,4,Hibernating,Purchased
C4019,Karan Mehta,Male,55,Delhi,Delhi,2024-05-16,246,4,94014.65000000001,1,2,2,122,5,Hibernating,Purchased
C4020,Pooja Chauhan,Female,50,Nashik,Maharashtra,2025-06-07,79,10,288875.32,3,4,4,344,11,Loyal Customers,Purchased
C4021,Kavya Tiwari,Male,61,Hubballi,Karnataka,2025-12-17,204,2,165686.89,2,1,3,213,6,At Risk,Purchased
C4022,Sanjay Kapoor,Female,22,Durgapur,West Bengal,2025-09-04,143,7,273747.81,2,3,4,234,9,At Risk,Purchased
C4023,Ayush Sharma,Male,25,Bengaluru,Karnataka,2025-05-09,272,5,39814.95,1,3,1,131,5,At Risk,Purchased
C4024,Suresh Patel,Male,50,Ahmedabad,Gujarat,2025-04-19,134,18,523379.16,2,5,5,255,12,Can't Lose Them,Purchased
C4025,Manish Srivastava,Female,41,Delhi,Delhi,2024-12-16,,,,,,,,,No Purchase,No Purchase
C4026,Meera Jain,Female,46,Lucknow,Uttar Pradesh,2025-09-03,24,17,704196.84,5,5,5,555,15,Champions,Purchased
C4027,Sneha Chauhan,Male,38,Pune,Maharashtra,2024-04-18,37,12,459006.77,4,5,5,455,14,Champions,Purchased
C4028,Simran Malhotra,Female,48,Panipat,Haryana,2024-07-02,171,5,151051.87,2,3,3,233,8,At Risk,Purchased
C4029,Ananya Kumar,Female,49,Ahmedabad,Gujarat,2025-07-11,449,3,228863.28000000003,1,2,3,123,6,At Risk,Purchased
C4030,Shreya Shah,Male,27,New Delhi,Delhi,2023-10-15,124,1,101296.2,2,1,2,212,5,Hibernating,Purchased
C4031,Arjun Malhotra,Female,54,Hyderabad,Telangana,2025-04-16,,,,,,,,,No Purchase,No Purchase
C4032,Komal Singh,Female,41,Agra,Uttar Pradesh,2023-05-01,14,13,449246.29,5,5,5,555,15,Champions,Purchased
C4033,Yash Mishra,Male,45,Nashik,Maharashtra,2024-10-03,,,,,,,,,No Purchase,No Purchase
C4034,Neha Kapoor,Female,47,Thane,Maharashtra,2023-02-08,131,1,412.88,2,1,1,211,4,Hibernating,Purchased
C4035,Isha Gupta,Female,53,Muzaffarpur,Bihar,2025-12-27,34,12,156215.21,4,5,3,453,12,Loyal Customers,Purchased
C4036,Tanya Mishra,Male,32,Udaipur,Rajasthan,2025-07-10,289,2,41812.28999999999,1,1,1,111,3,Hibernating,Purchased
C4037,Ayush Malhotra,Female,18,Rajkot,Gujarat,2023-10-01,92,3,7145.99,3,2,1,321,6,Potential Loyalists,Purchased
C4038,Divya Bansal,Male,26,Lucknow,Uttar Pradesh,2023-06-14,66,10,293806.0,3,4,4,344,11,Loyal Customers,Purchased
C4039,Akash Shah,Female,64,Nagpur,Maharashtra,2024-12-03,28,4,226512.63,4,2,3,423,9,New Customers,Purchased
C4040,Nikhil Chauhan,Female,28,Surat,Gujarat,2025-09-14,2,1,14130.6,5,1,1,511,7,New Customers,Purchased
C4041,Rahul Tiwari,Male,29,New Delhi,Delhi,2023-12-18,367,2,31713.169999999995,1,1,1,111,3,Hibernating,Purchased
C4042,Isha Patel,Female,59,Gwalior,Madhya Pradesh,2025-11-18,502,2,81436.18,1,1,2,112,4,Hibernating,Purchased
C4043,Vivek Gupta,Male,29,Kolkata,West Bengal,2024-05-16,131,4,54693.45,2,2,2,222,6,Hibernating,Purchased
C4044,Komal Bansal,Female,40,Mysuru,Karnataka,2024-04-28,71,14,384938.32,3,5,4,354,12,Loyal Customers,Purchased
C4045,Shreya Verma,Female,35,Siliguri,West Bengal,2024-01-07,31,3,11871.11,4,2,1,421,7,New Customers,Purchased
C4046,Vivek Saxena,Male,49,Patna,Bihar,2023-10-24,73,19,510331.94,3,5,5,355,13,Loyal Customers,Purchased
C4047,Kavya Mehta,Female,46,Hubballi,Karnataka,2024-01-02,78,9,154621.04,3,4,3,343,10,Loyal Customers,Purchased
C4048,Akash Agarwal,Male,42,Jaipur,Rajasthan,2023-07-09,90,13,341724.82,3,5,4,354,12,Loyal Customers,Purchased
C4049,Ayush Mehta,Female,42,Indore,Madhya Pradesh,2024-02-17,349,2,169675.96000000002,1,1,3,113,5,At Risk,Purchased
C4050,Riya Shah,Female,58,Nagpur,Maharashtra,2023-11-14,2,18,320795.99,5,5,4,554,14,Champions,Purchased
C4051,Shreya Tiwari,Female,45,Gurugram,Haryana,2023-03-04,69,6,418114.77,3,3,4,334,10,Loyal Customers,Purchased
C4052,Deepak Verma,Male,42,Ghaziabad,Uttar Pradesh,2024-02-02,147,7,215487.37000000002,2,3,3,233,8,At Risk,Purchased
C4053,Divya Tiwari,Female,60,Jaipur,Rajasthan,2023-02-13,57,13,221195.47,4,5,3,453,12,Loyal Customers,Purchased
C4054,Amit Sharma,Female,22,Hyderabad,Telangana,2023-07-18,29,10,152951.01,4,4,3,443,11,Loyal Customers,Purchased
C4055,Ayush Bansal,Female,58,Surat,Gujarat,2025-03-04,22,10,256832.06,5,4,4,544,13,Champions,Purchased
C4056,Sakshi Tiwari,Female,27,Chennai,Tamil Nadu,2023-01-28,112,9,377311.75,3,4,4,344,11,Loyal Customers,Purchased
C4057,Divya Agarwal,Female,33,Ahmedabad,Gujarat,2023-12-07,36,14,747687.78,4,5,5,455,14,Champions,Purchased
C4058,Rohit Singh,Male,18,Agra,Uttar Pradesh,2025-01-19,56,6,200263.55,4,3,3,433,10,Loyal Customers,Purchased
C4059,Rakesh Saxena,Male,45,Pune,Maharashtra,2023-01-24,207,4,151483.75000000003,2,2,3,223,7,At Risk,Purchased
C4060,Arjun Saxena,Female,57,Mumbai,Maharashtra,2025-03-18,721,1,1149.1200000000001,1,1,1,111,3,Hibernating,Purchased
C4061,Nisha Mishra,Male,36,Surat,Gujarat,2023-03-31,192,1,38272.9,2,1,1,211,4,Hibernating,Purchased
C4062,Komal Shah,Female,49,Mysuru,Karnataka,2023-03-02,263,2,48204.2,1,1,1,111,3,Hibernating,Purchased
C4063,Isha Saxena,Female,36,Nagpur,Maharashtra,2023-08-03,14,16,365846.84,5,5,4,554,14,Champions,Purchased
C4064,Sneha Gupta,Female,54,Panipat,Haryana,2025-07-31,8,23,797300.4,5,5,5,555,15,Champions,Purchased
C4065,Shreya Joshi,Female,65,New Delhi,Delhi,2023-02-22,76,14,795314.45,3,5,5,355,13,Loyal Customers,Purchased
C4066,Kavya Jain,Female,52,Mangaluru,Karnataka,2023-04-19,74,6,297242.99,3,3,4,334,10,Loyal Customers,Purchased
C4067,Yash Gupta,Female,34,Hubballi,Karnataka,2025-11-02,32,1,237071.07,4,1,3,413,8,New Customers,Purchased
C4068,Sneha Saxena,Female,57,Mumbai,Maharashtra,2024-10-30,115,6,229935.94,2,3,3,233,8,At Risk,Purchased
C4069,Komal Mishra,Male,19,Siliguri,West Bengal,2024-09-14,107,5,263207.45999999996,3,3,4,334,10,Loyal Customers,Purchased
C4070,Karan Tiwari,Male,65,Mysuru,Karnataka,2023-02-14,347,2,12607.529999999997,1,1,1,111,3,Hibernating,Purchased
C4071,Pooja Mehta,Male,58,Agra,Uttar Pradesh,2024-03-07,88,7,279228.51999999996,3,3,4,334,10,Loyal Customers,Purchased
C4072,Rahul Shah,Female,49,Patna,Bihar,2024-09-23,42,14,676950.13,4,5,5,455,14,Champions,Purchased
C4073,Sameer Jain,Male,47,Hyderabad,Telangana,2024-07-24,142,9,351255.53,2,4,4,244,10,Can't Lose Them,Purchased
C4074,Neha Jain,Female,30,Kolkata,West Bengal,2023-05-04,5,24,831676.1799999999,5,5,5,555,15,Champions,Purchased
C4075,Shivam Saxena,Female,38,Panipat,Haryana,2025-12-18,248,6,183785.0,1,3,3,133,7,At Risk,Purchased
C4076,Rohit Malhotra,Male,22,Bhopal,Madhya Pradesh,2025-02-07,,,,,,,,,No Purchase,No Purchase
C4077,Nikhil Bansal,Other,34,New Delhi,Delhi,2023-09-22,41,16,256071.0,4,5,4,454,13,Champions,Purchased
C4078,Neha Jain,Male,46,Vadodara,Gujarat,2025-11-27,69,6,140754.09999999998,3,3,3,333,9,Loyal Customers,Purchased
C4079,Akash Yadav,Female,35,Rajkot,Gujarat,2023-11-27,86,13,241096.63,3,5,4,354,12,Loyal Customers,Purchased
C4080,Suresh Singh,Male,54,Thane,Maharashtra,2023-05-24,,,,,,,,,No Purchase,No Purchase
C4081,Divya Bansal,Male,58,Pune,Maharashtra,2025-09-04,257,3,8614.77,1,2,1,121,4,Hibernating,Purchased
C4082,Ankit Jain,Male,44,Ghaziabad,Uttar Pradesh,2023-06-17,353,1,48949.94,1,1,1,111,3,Hibernating,Purchased
C4083,Nikhil Shah,Female,34,Jaipur,Rajasthan,2023-03-08,40,12,266714.63,4,5,4,454,13,Champions,Purchased
C4084,Varun Patel,Male,32,Hyderabad,Telangana,2024-11-19,24,11,279315.06999999995,5,4,4,544,13,Champions,Purchased
C4085,Ayush Jain,Female,44,Kolkata,West Bengal,2023-10-17,110,4,49405.119999999995,3,2,1,321,6,Potential Loyalists,Purchased
C4086,Karan Malhotra,Female,52,Delhi,Delhi,2023-06-16,162,5,212746.95,2,3,3,233,8,At Risk,Purchased
C4087,Arjun Joshi,Male,24,Thane,Maharashtra,2023-04-23,146,1,81024.76,2,1,2,212,5,Hibernating,Purchased
C4088,Arjun Chauhan,Male,39,Mangaluru,Karnataka,2023-05-19,115,3,115241.62,2,2,2,222,6,Hibernating,Purchased
C4089,Sanjay Kumar,Male,39,Madurai,Tamil Nadu,2025-11-18,714,1,853.3000000000001,1,1,1,111,3,Hibernating,Purchased
C4090,Tanya Mehta,Female,31,Indore,Madhya Pradesh,2025-01-04,343,1,46449.18,1,1,1,111,3,Hibernating,Purchased
C4091,Sameer Singh,Female,29,Gurugram,Haryana,2025-07-11,412,6,278379.71,1,3,4,134,8,At Risk,Purchased
C4092,Deepak Saxena,Male,58,Gwalior,Madhya Pradesh,2024-11-08,22,16,1050496.74,5,5,5,555,15,Champions,Purchased
C4093,Pooja Joshi,Female,38,Panipat,Haryana,2024-08-17,74,11,267434.96,3,4,4,344,11,Loyal Customers,Purchased
C4094,Aditya Jain,Male,45,Patna,Bihar,2023-08-27,95,11,339852.38,3,4,4,344,11,Loyal Customers,Purchased
C4095,Neha Saxena,Female,19,Bengaluru,Karnataka,2025-11-25,2,5,194406.46,5,3,3,533,11,Loyal Customers,Purchased
C4096,Akash Patel,Male,31,Agra,Uttar Pradesh,2025-06-20,60,3,149058.84,3,2,3,323,8,Potential Loyalists,Purchased
C4097,Ankit Verma,Male,28,Noida,Uttar Pradesh,2024-08-01,241,4,54509.45,1,2,2,122,5,Hibernating,Purchased
C4098,Manish Patel,Male,33,Mangaluru,Karnataka,2023-04-26,29,5,512728.48,4,3,5,435,12,Loyal Customers,Purchased
